diff_amount,diff,promotions
0.61710154894703,0.3605605247465675,promo_12
0.3389753254815453,-0.04212534038593585,promo_49
0.9748601820550782,0.07420634920634761,promo_39
1.2481939344561646,0.41856368563685376,promo_91
0.42962705693646086,0.37771084337349325,promo_3
0.5505771773793846,0.08784722222222374,promo_45
0.8970405113816717,0.02712234706616723,promo_41
0.7876086195018175,-0.00121717767764018,promo_15
0.2174895597630453,-0.06149060189757716,promo_58
0.8646117570329999,-0.34905228758169926,promo_9
0.8759582508300916,-0.3148278461011147,promo_21
0.6565374328443454,0.19625472780184428,promo_85
0.17775450291827966,-0.06691919191919293,promo_40
-0.5956739779692128,-0.43624999999999936,promo_63
0.2150293508619221,0.01115976684013198,promo_71
0.4286562093923898,0.152347705815143,promo_53
1.5016518164193755,0.24894152469107222,promo_86
0.35174577799633866,0.22872100231266046,promo_74
0.8825061404553445,0.6953240474091436,promo_16
0.5090981793529181,-0.09784722222222442,promo_81
0.919877729031974,-0.15355402929081574,promo_50
0.42586026193991344,-0.06771241830065122,promo_7
1.9079250725448347,-0.04458727240896554,promo_42
0.32607848465638867,-0.3829071597167566,promo_61
0.752593827167253,-0.15980360336279809,promo_97
0.49035282149020887,-0.2664320673357574,promo_26
0.99023919607707,0.23003261927741825,promo_4
0.23349746898535528,0.10019157088122554,promo_51
0.32669680575504856,0.057481060606058954,promo_13
1.9727803803999215,0.48850129198966386,promo_24
0.18620585814442592,0.11216431948830508,promo_10
0.08351826257673167,0.16653116531165235,promo_35
1.6448421333270993,-0.17872266874081877,promo_19
0.2893384487122006,-0.13345679012345446,promo_69
1.300669116342835,0.2690488968395943,promo_88
-0.07435420176126684,-0.20833333333333126,promo_22
0.6713821982479615,0.31620382974642425,promo_94
0.9792407317706413,0.16076388888888626,promo_60
1.2255188297151172,0.24431225260322975,promo_99
0.705768926012194,-0.14883720930232514,promo_46
0.19542810568023938,0.16660493827160394,promo_27
1.3078405004278189,0.10206724581724735,promo_33
0.4271886449830866,0.4264583333333336,promo_57
1.613725705572783,-0.16674388399519025,promo_31
1.6373608556383914,0.08282325003492108,promo_77
0.7101277173922256,0.28104624485968444,promo_78
0.12841650285857398,-0.010522190315230162,promo_25
0.25899758755781477,-0.06417305072090684,promo_37
-0.007530513084830659,-0.049099994164332195,promo_1
1.3493534047153055,-0.030023115215352725,promo_90
0.9591109445349133,0.495494712443862,promo_38
0.23017031357711915,-0.559187853854441,promo_44
0.800332839930789,-0.2574735449735428,promo_5
0.46408252950325846,0.0063095495755502995,promo_6
0.287418032535804,0.06153886897483929,promo_18
0.32932745312731626,-0.18901808785529983,promo_17
0.5431383026965975,0.631491048904941,promo_72
0.7660349283537826,0.0021304513749749177,promo_82
0.7168729114405465,0.37566508883135086,promo_92
-0.1882814844604468,0.20117224556173152,promo_79
1.1076124333150794,-0.5372222222222236,promo_75
-0.6864501070608355,0.26473429951690797,promo_89
0.44438376009960834,-0.2644355256303834,promo_28
0.5521183357336099,-0.10243566176470598,promo_30
1.5754057149296337,-0.5927777777777736,promo_66
-0.18910128084039357,0.041917900538989805,promo_52
-0.4856662953936173,0.38233142343194704,promo_23
0.2585448895645577,-0.1737867177522361,promo_59
0.30558544831422196,0.4647839506172824,promo_64
1.3389715013497856,0.6448429482355804,promo_83
0.17584291380735806,0.13260582010581778,promo_55
1.2095211097882235,0.5728036175710614,promo_95
-0.464286732594676,-0.5721527777777782,promo_43
1.4453684195349084,0.2765582655826586,promo_32
-0.3004461408341399,-0.5804339703424191,promo_56
1.019004301954915,0.40064486138304556,promo_67
0.8249447777987093,-0.4710457516339863,promo_98
-0.04491414041007147,0.6229343299236252,promo_14
0.46434812757179245,0.19283625730994203,promo_20
0.5117210321148349,0.43302469135802735,promo_70
0.5803330755128435,0.4033941345567058,promo_36
0.5517750162126305,0.7217317269076275,promo_93
2.312198361476817,-0.2369241192411886,promo_2
0.9563527152425486,-0.7073610676676045,promo_96
0.49121915553116935,0.9016716715432107,promo_84
0.6851737442806787,0.937532299741604,promo_87
1.4978067892871216,0.8538461538461526,promo_65
0.7143403319445234,0.6915765236047653,promo_76
1.0704727874112088,1.0046912753644168,promo_29
0.8182864222540651,0.8192394589729526,promo_48
