0,1,2,3,4,5,6,7
0.0,0.009559460782026227,0.0066352429688318545,0.0052787507809428395,0.008732874976194039,0.010632947003483622,0.039129948502254056,0.03223361695957792
1.0,0.010169008556283044,0.01007088737243602,0.009740418776542564,0.010591709482162016,0.00649084098035897,0.0067097266263019964,0.01567945652386213
2.0,0.008734052511139583,0.006329540793633669,0.01226201709665096,0.014803097431642471,0.01837712943400256,0.015841858254870667,0.014422188932169058
3.0,0.006918705338321016,0.001340867490133896,0.014363674155362754,0.012626305722470792,0.018927586801694336,0.0038826845605262907,0.012226184527102333
4.0,0.012944263539873798,0.01087218701212058,0.011902780034061367,0.008309061986647047,0.00896420307179346,0.01293755864678171,0.01375657121874157
5.0,0.01132753738102662,0.01444734119563655,0.011733886337082507,0.01146064958312326,0.013477252512536134,0.009177463612354655,0.009510331870543605
6.0,0.015251925846252014,0.010332112882344683,0.0044451680264659486,0.005516581357795382,0.008985963009211534,0.009929501461221351,0.012197021281255629
7.0,0.009174133999981487,0.0069330168543789115,0.008959069371913759,0.011614830993090448,0.011457163329906619,0.014924553222613532,0.010217217939789577
8.0,0.007454916317372136,0.00933400560753768,0.008463220477129404,1.0,0.0071523265814153756,0.012889880646410527,0.018970104547377797
9.0,0.012047452534308311,0.009549929206484217,0.01017440200968492,0.010994325545832996,0.011494470384891726,0.002198532375659819,0.282482883006753
10.0,0.01615956793347675,0.008950205378703698,0.004652332597048856,0.008763309282818755,0.008544549137858501,0.005448392049593657,0.005561049287290789
11.0,0.017279487559511728,0.010476387183084699,0.01280588049196782,0.01199069840982718,0.1512955773477225,0.010385284861792765,0.009923375291246907
12.0,0.01292659349275465,0.010519974935822728,0.006594825131466556,0.012777968713882325,0.00822000655862216,0.01468626907314748,0.012288676219426085
13.0,0.016565951817710537,0.015419273779884076,0.016547499035974557,0.012103532235988599,0.005846831873679911,0.010081671576254043,0.011011998112917597
14.0,0.009597856811407186,0.019378497120708275,0.01302026741912526,0.010452240832084578,0.01088303931302194,0.014240490705480242,0.08214252740235026
15.0,0.01819027834018826,0.012453423549209464,0.005748700536923745,0.013576608792960673,0.012049658182774533,0.014144475701668347,0.015673549620943514
16.0,0.007535106518492548,0.0131309500081413,0.0134498108792193,0.011513353696171354,0.010004752851837578,0.015059188882852091,0.012419828866638637
17.0,0.015270401331414295,0.010779499240939525,0.015157453681476397,0.013033898349827709,0.013315922428700475,0.00814360965951833,0.005806122145922158
18.0,0.03093852920809784,0.005111234946847662,0.00305194135086297,0.003495560634588524,0.004909181659479344,0.029994491285712587,0.005753291610014517
19.0,0.003106632878600231,0.002373585917646058,0.005980985603289349,0.0065659419905357425,0.0018560398961356029,0.005697341666665325,0.0032142360897607644
20.0,0.0047792068291669385,0.0051074350202199095,0.0025222943731051843,0.0006260205516930054,0.0027982287309456307,0.003585107837052564,0.004648502991337586
21.0,0.0005391596778878738,0.00322982011560468,0.0,0.003740019481282379,0.0022779727938576164,0.002355256928911382,0.0015761702717722002
22.0,0.0007507669875648164,0.0003510142919306826,0.05770067338556943,0.0004564764589374505,0.001812496940871799,0.004205806686053652,0.010520816916805242
23.0,0.4712913763239511,0.0057935419422623915,0.005154794483544612,0.005151023988604551,0.004234022685616464,0.0047296946918800745,0.005639558175754474
