0,1,2,3,4,5,6,7
0.0,0.16683340325257007,0.16858592741652914,0.1694516608038499,0.16661309183682313,0.16693960615343473,0.13696627802616204,0.14196623173031755
1.0,0.11487897684886635,0.11991072355983395,0.11831211608247871,0.11652619550831296,0.12091492996227915,0.11968121795477395,0.11177681821008334
2.0,0.11887230628453954,0.12176959005632726,0.11425813587565303,0.11099024619533447,0.10953365420135038,0.11052443478268474,0.11301537638540449
3.0,0.12307094283482588,0.12514470778201633,0.1166886467805546,0.11518848487064956,0.10943780096839398,0.12559130267539376,0.11699090264408765
4.0,0.11372773020086184,0.11905480117369299,0.11577144045186909,0.11946175536164222,0.12034429572959647,0.11648990768403912,0.11367651251307927
5.0,0.11592365472691223,0.11626172557871606,0.11630747525218614,0.11809332273176158,0.11392904055326758,0.1177085973836961,0.11906860165912228
6.0,0.11216529440175729,0.11942363675801523,0.12189627189285414,0.12303454158062646,0.11814743349527725,0.11815530212893206,0.1156826559418678
7.0,0.11930623881059818,0.12028463499612478,0.12062660082488616,0.11531298251133903,0.11757938204136152,0.1129455007855786,0.11867060067106988
8.0,0.09923203431410871,0.09385239570902518,0.09901764045201857,1.0,0.09836374704972135,0.16332724390212636,0.11071825373422937
9.0,0.09281353584993195,0.09650813697602921,0.09470197352563832,0.09457205102963868,0.09430724100902196,0.17286038554362243,0.4167496656342259
10.0,0.09228762159328945,0.09409787593062757,0.09951187050269636,0.09603018130270512,0.09620599089080112,0.16997421471009072,0.1697029557662417
11.0,0.08842274272975888,0.09488166537223083,0.09443212258458784,0.09469716462382886,0.21720957658754753,0.16527881112124446,0.16625335766383512
12.0,0.09337662608663617,0.09540499467444881,0.09931519858804674,0.0934940942860245,0.09700869300905733,0.002368555547051173,0.16354104341405742
13.0,0.09054353249460159,0.08986435773356985,0.09000039019898835,0.09275804261640137,0.09762387111296862,0.006632001805759703,0.0048193913223216365
14.0,0.09726598305840324,0.08659121160825314,0.09500089800086098,0.09706064865312689,0.09529391526317048,0.001763910785741612,0.06613421928562416
15.0,0.08590839828142034,0.0925834396861833,0.10069257855352688,0.09404574232904919,0.09096625650483982,0.0016081183575990703,0.0
16.0,0.09597218376685947,0.09058897047554636,0.09228908311075822,0.09497023008918667,0.09497638512462536,0.0003645790984893546,0.004316215082299438
17.0,0.0916642971756231,0.09605025078080336,0.09270058634662609,0.09194462822584551,0.09306921763084924,0.29014535020737964,0.2924731096574826
18.0,0.3132519345643633,0.29200060572074205,0.2929892190225549,0.2941791295020353,0.2934361207383628,0.3158308568891967,0.29136084382915833
19.0,0.29365166056347075,0.2952450654702018,0.29155484963699857,0.2911711941714636,0.29437372776359394,0.2918032873971778,0.2937981886456071
20.0,0.2920460976195511,0.29161534465104627,0.2946500929925094,0.29630150590415416,0.29490126412106565,0.2929346547186961,0.29261531848596445
21.0,0.2960195406117116,0.294358705311925,0.2967041309157135,0.2927748709004608,0.29544978386479354,0.2931400261924802,0.2954183247486677
22.0,0.2966133748284928,0.29603427104262525,0.34457617832480625,0.2952435175352466,0.29527180454140245,0.2938121182240341,0.165233824461826
23.0,0.5925941340742568,0.16698022469899523,0.16975175925543853,0.1674197380598335,0.17083997504646525,0.17119882770228131,0.16689687380848997
