dimension,date,payment_amount,client
location_3,2021-11-30T00:00:00,43.72048158526422,u_u_1585637
location_3,2021-11-30T00:00:00,43.72048158526422,u_u_1585637
location_3,2021-11-30T00:00:00,43.72048158526422,u_u_1585637
location_3,2021-11-30T00:00:00,43.72048158526422,u_u_1585637
location_3,2021-11-30T00:00:00,43.72048158526422,u_u_1585637
location_3,2021-11-30T00:00:00,43.72048158526422,u_u_1585637
location_3,2021-11-30T00:00:00,43.72048158526422,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-09T00:00:00,41.556049309968955,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-18T00:00:00,42.14467503488064,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2021-12-27T00:00:00,41.927582819461826,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-05T00:00:00,43.718407759666434,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2022-01-14T00:00:00,43.68526324570179,u_u_1585637
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
location_3,2021-07-28T00:00:00,22.915872927606106,u_u_1586838
